fdate,prc
2016-01-01,8817.0
2016-01-04,21408.0
2016-01-07,5871.0
2016-01-15,4659.0
2016-01-22,5921.0
2016-01-23,7686.0
2016-01-24,5184.0
2016-02-01,4511.0
2016-02-02,8000.0
2016-02-03,7796.666666666667
2016-02-16,11941.666666666666
2016-03-02,4516.0
2016-06-10,4929.0
2016-06-15,4733.0
2016-06-16,5318.0
2016-06-17,4163.0
2016-06-21,6823.5
2016-06-25,7656.5
2016-06-27,11251.0
2016-06-30,14845.0
2016-07-02,30486.0
2016-07-03,12100.0
2016-07-05,14923.0
2016-07-07,9724.75
2016-07-11,13359.0
2016-07-12,19041.0
2016-07-16,6671.0
2016-07-17,18653.5
2016-07-18,1855.0
2016-07-21,7740.0
2016-07-22,9498.0
2016-07-24,9701.0
2016-07-25,6806.0
2016-07-29,10030.25
2016-07-30,22041.0
2016-08-01,10904.5
2016-08-04,8390.0
2016-08-05,13035.333333333334
2016-08-08,13797.5
2016-08-10,9616.0
2016-08-13,15461.0
2016-08-14,11247.75
2016-08-16,20301.0
2016-08-19,6710.0
2016-08-20,7606.0
2016-08-21,23634.0
2016-08-22,8246.5
2016-08-23,16530.5
2016-08-25,6537.0
2016-08-26,19831.0
2016-08-28,4778.0
2016-08-29,10009.0
2016-08-30,9139.5
2016-09-01,4344.333333333333
2016-09-02,15901.0
2016-09-03,2949.5
2016-09-04,5883.0
2016-09-05,8924.666666666666
2016-09-07,1510.0
2016-09-09,3683.0
2016-09-10,5648.0
2016-09-11,5210.75
2016-09-12,3959.0
2016-09-14,5037.0
2016-09-16,19831.0
2016-09-17,5073.0
2016-09-19,4984.0
2016-09-20,16634.0
2016-09-21,6921.0
2016-09-22,3086.6666666666665
2016-09-24,6193.0
2016-09-29,7894.0
2016-09-30,8792.666666666666
2016-10-01,5388.0
2016-10-02,6509.0
2016-10-03,4888.0
2016-10-04,4858.0
2016-10-05,4578.25
2016-10-06,4369.25
2016-10-08,2576.0
2016-10-10,8138.666666666667
2016-10-13,3663.0
2016-10-16,3683.0
2016-10-18,17727.0
2016-10-20,4373.0
2016-10-22,7640.0
2016-10-26,6856.0
2016-10-27,8924.25
2016-10-31,15006.0
2016-11-01,2948.0
2016-11-02,5427.0
2016-11-07,3491.0
2016-11-10,3719.0
2016-11-13,4244.0
2016-11-14,9796.0
2016-11-16,3602.0
2016-11-17,3328.0
2016-11-19,6051.0
2016-11-20,2184.0
2016-11-21,9129.0
2016-11-22,3586.6666666666665
2016-11-24,16510.0
2016-11-25,5365.0
2016-11-28,19603.0
2016-11-29,1926.0
2016-12-01,3598.0
2016-12-03,2955.5
2016-12-05,9700.0
2016-12-08,2733.0
2016-12-10,3544.5
2016-12-12,8977.0
2016-12-14,11868.0
2016-12-16,19603.0
2016-12-18,10303.5
2016-12-19,3871.0
2016-12-20,2895.0
2016-12-22,4130.5
2016-12-23,4382.333333333333
2016-12-27,10827.0
